Rk;Name;Age;Tm;Lg;W;L;W-L%;ERA;G;GS;GF;CG;SHO;SV;IP;H;R;ER;HR;BB;IBB;SO;HBP;BK;WP;BF;ERA+;FIP;WHIP;H9;HR9;BB9;SO9;SO/W
728;Alan Trejo;27;COL;NL;0;0;0;13.5;2;0;2;0;0;0;2;4;3;3;2;0;0;1;0;0;0;10;43;15.29;2;18;9;0;4.5;0
729;Spencer Turnbull;30;DET;AL;1;4;0.2;7.26;7;7;0;0;0;0;31;37;26;25;5;15;0;24;3;0;2;145;60;5.58;1.677;10.7;1.5;4.4;7;1.6
730;Edwin Uceta;25;NYM;NL;0;0;0;0;1;0;1;0;0;0;3;0;0;0;0;2;0;3;1;0;0;11;0;4.29;0.667;0;0;6;9;1.5
731;Erich Uelmen;27;PHI;NL;0;0;0;36;1;0;0;0;0;0;1;3;4;4;0;2;0;1;0;0;0;8;16;7.29;5;27;0;18;9;0.5
732;Duane Underwood Jr.;28;PIT;NL;1;0;1;5.18;20;0;9;0;0;2;24.1;24;14;14;3;11;0;14;0;0;0;100;87;5.1;1.438;8.9;1.1;4.1;5.2;1.27
733;José Ureña;31;COL;NL;0;4;0;9.82;5;5;0;0;0;0;18.1;27;22;20;9;14;0;9;0;0;1;93;52;10.98;2.236;13.3;4.4;6.9;4.4;0.64
734;Julio Urías*;26;LAD;NL;7;6;0.538;5.02;14;14;0;0;0;0;75.1;71;43;42;15;17;0;72;3;1;1;313;88;4.76;1.168;8.5;1.8;2;8.6;4.24
735;Abner Uribe;23;MIL;NL;0;0;0;2.08;3;0;2;0;0;0;4.1;3;1;1;0;1;0;7;0;1;0;17;225;0.75;0.923;6.2;0;2.1;14.5;7
736;José Urquidy;28;HOU;AL;2;2;0.5;5.2;6;6;0;0;0;0;27.2;33;16;16;6;10;0;23;1;0;0;123;81;5.64;1.554;10.7;2;3.3;7.5;2.3
737;Framber Valdez*;29;HOU;AL;8;6;0.571;2.94;19;19;0;1;1;0;122.1;104;45;40;9;30;0;133;5;0;5;495;142;2.93;1.095;7.7;0.7;2.2;9.8;4.43
738;Chris Vallimont;26;BAL;AL;0;0;0;0;1;0;1;0;0;0;0.2;1;0;0;0;0;0;1;0;0;0;2;0;0.29;1.5;13.5;0;0;13.5;0
739;Carlos Vargas;23;ARI;NL;0;0;0;5.79;5;0;3;0;0;0;4.2;5;3;3;2;4;0;7;1;0;0;22;79;9.07;1.929;9.6;3.9;7.7;13.5;1.75
740;Ildemaro Vargas;31;WSN;NL;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;3.29;0;0;0;0;0;0
741;Gus Varland;26;MIL;NL;0;0;0;11.42;8;0;1;0;0;0;8.2;15;12;11;3;8;0;6;1;0;0;51;39;9.52;2.654;15.6;3.1;8.3;6.2;0.75
742;Louie Varland;25;MIN;AL;3;3;0.5;5.3;10;10;0;0;0;0;56;60;33;33;14;16;0;54;1;0;2;241;82;5.52;1.357;9.6;2.3;2.6;8.7;3.38
743;Andrew Vasquez*;29;PHI;NL;2;0;1;2.04;29;0;11;0;0;0;39.2;34;10;9;3;14;1;34;5;2;2;169;212;3.99;1.21;7.7;0.7;3.2;7.7;2.43
744;Randy Vásquez;24;NYY;AL;1;1;0.5;1.17;3;3;0;0;0;0;15.1;9;2;2;1;7;0;10;3;0;0;65;368;4.79;1.043;5.3;0.6;4.1;5.9;1.43
745;Vince Velasquez;31;PIT;NL;4;4;0.5;3.86;8;8;0;0;0;0;37.1;35;16;16;4;14;0;37;1;0;2;162;117;3.91;1.313;8.4;1;3.4;8.9;2.64
746;Drew VerHagen;32;STL;NL;4;0;1;4.7;36;0;10;0;0;0;38.1;38;23;20;6;18;2;40;2;1;3;176;93;4.8;1.461;8.9;1.4;4.2;9.4;2.22
747;Justin Verlander;40;NYM;NL;4;5;0.444;3.47;14;14;0;0;0;0;83;70;35;32;9;26;0;70;1;0;3;340;119;3.99;1.157;7.6;1;2.8;7.6;2.69
748;Alex Vesia*;27;LAD;NL;0;4;0;6.2;30;1;4;0;0;1;24.2;36;18;17;4;13;2;39;1;0;2;122;72;3.94;1.986;13.1;1.5;4.7;14.2;3
749;Nick Vespi*;27;BAL;AL;0;0;0;3;5;0;1;0;0;0;9;9;3;3;1;1;1;7;1;0;0;35;145;3.84;1.111;9;1;1;7;7
750;Will Vest;28;DET;AL;2;0;1;2.73;27;3;4;0;0;0;29.2;23;10;9;1;9;0;32;0;0;0;120;160;2.48;1.079;7;0.3;2.7;9.7;3.56
751;David Villar;26;SFG;NL;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3;0;6.29;1;0;0;9;0;0
752;Jason Vosler;29;CIN;NL;0;0;0;4.5;2;0;2;0;0;0;2;5;1;1;0;0;0;0;0;0;0;11;122;3.29;2.5;22.5;0;0;0;0
753;Austin Voth;31;BAL;AL;1;2;0.333;4.94;23;0;4;0;0;0;31;35;19;17;6;14;1;31;3;0;0;144;86;5.45;1.581;10.2;1.7;4.1;9;2.21
754;Michael Wacha;31;SDP;NL;8;2;0.8;2.84;15;15;0;0;0;0;85.2;67;27;27;8;25;0;73;2;1;3;343;144;3.74;1.074;7;0.8;2.6;7.7;2.92
755;Adam Wainwright;41;STL;NL;3;4;0.429;7.66;11;11;0;0;0;0;51.2;84;50;44;10;19;0;28;1;0;1;254;57;5.88;1.994;14.6;1.7;3.3;4.9;1.47
756;Cole Waites;25;SFG;NL;0;0;0;15.43;3;0;2;0;0;0;2.1;6;5;4;0;2;0;2;0;0;0;15;32;4.15;3.429;23.1;0;7.7;7.7;1
757;Ken Waldichuk*;25;OAK;AL;2;6;0.25;6.75;23;13;2;0;0;1;80;98;64;60;16;49;1;78;5;0;2;381;60;5.96;1.838;11;1.8;5.5;8.8;1.59
758;Matt Waldron;26;SDP;NL;0;1;0;3.86;1;1;0;0;0;0;4.2;4;2;2;2;1;0;2;0;0;0;19;114;8.65;1.071;7.7;3.9;1.9;3.9;2
759;Josh Walker*;28;NYM;NL;0;1;0;6.75;8;0;1;0;0;0;6.2;7;6;5;0;6;0;6;0;0;1;32;64;4.19;1.95;9.5;0;8.1;8.1;1
760;Ryan Walker;27;SFG;NL;3;0;1;2.4;22;5;4;0;0;0;30;29;10;8;4;8;0;34;1;0;2;126;181;3.66;1.233;8.7;1.2;2.4;10.2;4.25
761;Taijuan Walker;30;PHI;NL;11;4;0.733;4.11;20;20;0;0;0;0;107.1;92;49;49;13;43;0;94;2;1;2;443;105;4.37;1.258;7.7;1.1;3.6;7.9;2.19
762;Brandon Walter*;26;BOS;AL;0;0;0;3.29;5;0;2;0;0;1;13.2;17;6;5;1;3;0;9;1;0;0;61;145;3.8;1.463;11.2;0.7;2;5.9;3
763;Andrew Wantz;27;LAA;AL;1;0;1;4.56;15;0;3;0;0;0;23.2;16;13;12;2;9;0;22;1;0;0;96;99;3.8;1.056;6.1;0.8;3.4;8.4;2.44
764;Thaddeus Ward;26;WSN;NL;0;0;0;7.12;22;0;7;0;0;0;30.1;26;24;24;7;24;1;26;0;0;1;136;59;6.95;1.648;7.7;2.1;7.1;7.7;1.08
765;Austin Warren;27;LAA;AL;1;0;1;5.4;2;0;1;0;0;0;1.2;2;1;1;1;0;0;2;0;0;0;6;99;8.69;1.2;10.8;5.4;0;10.8;0
766;Ryan Weathers*;23;SDP;NL;1;6;0.143;6.25;12;10;0;0;0;0;44.2;55;33;31;9;17;0;29;1;0;1;196;66;5.82;1.612;11.1;1.8;3.4;5.8;1.71
767;Luke Weaver;29;CIN;NL;2;2;0.5;7.22;16;16;0;0;0;0;76;100;61;61;19;24;0;64;2;0;2;348;66;5.88;1.632;11.8;2.3;2.8;7.6;2.67
768;Jacob Webb;29;LAA;AL;1;1;0.5;3.51;24;0;3;0;0;1;25.2;18;10;10;4;14;3;26;2;0;1;112;128;5.16;1.247;6.3;1.4;4.9;9.1;1.86
769;Logan Webb;26;SFG;NL;8;8;0.5;3.48;21;21;0;1;1;0;134.1;126;56;52;16;24;0;136;3;0;1;536;123;3.42;1.117;8.4;1.1;1.6;9.1;5.67
770;Ryan Weber;32;NYY;AL;1;0;1;3.14;8;0;4;0;0;1;14.1;17;5;5;2;1;0;7;1;0;0;60;138;4.54;1.256;10.7;1.3;0.6;4.4;7
771;Jordan Weems;30;WSN;NL;1;0;1;3.7;19;0;5;0;0;0;24.1;14;13;10;5;14;1;25;2;0;0;101;114;5.88;1.151;5.2;1.8;5.2;9.2;1.79
772;Zack Weiss;31;LAA;AL;1;0;1;3.86;5;0;0;0;0;0;4.2;6;2;2;2;1;0;6;0;0;0;21;123;6.93;1.5;11.6;3.9;1.9;11.6;6
773;Greg Weissert;28;NYY;AL;0;0;0;4.05;6;0;3;0;0;0;6.2;7;3;3;2;5;0;7;1;0;0;31;110;7.79;1.8;9.5;2.7;6.8;9.5;1.4
774;Tyler Wells;28;BAL;AL;7;5;0.583;3.54;19;18;0;0;0;0;106.2;79;44;42;22;26;0;105;1;2;2;420;118;4.76;0.984;6.7;1.9;2.2;8.9;4.04
775;Joey Wentz*;25;DET;AL;1;9;0.1;6.78;16;15;0;0;0;0;71.2;86;57;54;16;31;0;66;0;2;2;330;64;5.65;1.633;10.8;2;3.9;8.3;2.13
776;Hayden Wesneski;25;CHC;NL;2;3;0.4;4.75;15;10;1;0;0;0;60.2;58;36;32;14;15;0;49;3;0;1;254;94;5.56;1.203;8.6;2.1;2.2;7.3;3.27
777;Zack Wheeler;33;PHI;NL;7;5;0.583;3.88;20;20;0;0;0;0;118.1;112;54;51;10;23;0;134;7;0;1;495;111;2.88;1.141;8.5;0.8;1.7;10.2;5.83
778;Brendan White;24;DET;AL;2;2;0.5;4.95;16;1;4;0;0;0;20;19;12;11;3;7;0;20;2;0;1;85;89;4.59;1.3;8.6;1.4;3.2;9;2.86
779;Mitch White;28;TOR;AL;0;0;0;7.3;9;0;5;0;0;0;12.1;14;10;10;2;7;0;13;0;0;1;58;59;4.99;1.703;10.2;1.5;5.1;9.5;1.86
780;Owen White;23;TEX;AL;0;1;0;13.5;1;0;0;0;0;0;2;4;3;3;1;1;0;2;0;0;0;11;38;9.29;2.5;18;4.5;4.5;9;2
781;Garrett Whitlock;27;BOS;AL;4;3;0.571;5.23;10;10;0;0;0;0;51.2;61;31;30;10;7;0;47;2;0;2;216;90;4.51;1.316;10.6;1.7;1.2;8.2;6.71
782;Devin Williams;28;MIL;NL;4;2;0.667;1.64;39;0;33;0;0;25;38.1;20;8;7;3;20;1;55;0;0;0;153;266;3;1.043;4.7;0.7;4.7;12.9;2.75
783;Gavin Williams;23;CLE;AL;1;2;0.333;3.74;6;6;0;0;0;0;33.2;29;14;14;4;15;0;26;1;0;0;140;112;4.71;1.307;7.8;1.1;4;7;1.73
784;Luke Williams;26;LAD;NL;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;3.29;0;0;0;0;0;0
785;Trevor Williams;31;WSN;NL;5;5;0.5;4.38;20;20;0;0;0;0;98.2;109;55;48;20;33;0;74;3;2;0;435;95;5.52;1.439;9.9;1.8;3;6.8;2.24
786;Brandon Williamson*;25;CIN;NL;2;2;0.5;4.6;12;12;0;0;0;0;58.2;51;33;30;10;23;0;46;1;0;0;245;103;5.16;1.261;7.8;1.5;3.5;7.1;2
787;Amos Willingham;24;WSN;NL;0;2;0;11.74;7;0;2;0;0;0;7.2;14;10;10;4;1;0;4;1;0;0;39;37;9.81;1.957;16.4;4.7;1.2;4.7;4
788;Bryse Wilson;25;MIL;NL;3;0;1;2.51;32;0;10;0;0;3;46.2;34;15;13;3;12;0;40;1;0;4;186;174;3.25;0.986;6.6;0.6;2.3;7.7;3.33
789;Steven Wilson;28;SDP;NL;1;0;1;2.7;38;0;3;0;0;0;40;23;12;12;4;18;0;42;2;0;0;159;152;3.99;1.025;5.2;0.9;4.1;9.5;2.33
790;Allan Winans;27;ATL;NL;0;0;0;4.15;1;1;0;0;0;0;4.1;5;2;2;0;1;0;5;0;0;0;18;117;1.67;1.385;10.4;0;2.1;10.4;5
791;Josh Winckowski;25;BOS;AL;3;1;0.75;2.96;34;0;5;0;0;2;54.2;58;23;18;8;16;1;45;2;0;2;233;158;4.53;1.354;9.5;1.3;2.6;7.4;2.81
792;Josh Winder;26;MIN;AL;1;0;1;4.76;4;0;3;0;0;0;5.2;8;3;3;1;3;0;7;0;0;0;27;96;4.7;1.941;12.7;1.6;4.8;11.1;2.33
793;Trey Wingenter;29;DET;AL;1;0;1;8.31;6;0;1;0;0;0;4.1;5;4;4;0;2;0;5;2;0;2;22;56;3.75;1.615;10.4;0;4.2;10.4;2.5
794;Keaton Winn;25;SFG;NL;0;2;0;4.09;5;2;1;0;0;1;22;18;10;10;3;5;0;14;4;0;1;91;106;5.02;1.045;7.4;1.2;2;5.7;2.8
795;Brett Wisely;24;SFG;NL;0;0;0;9;1;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;4;65;16.29;1;9;9;0;0;0
796;Nick Wittgren;32;KCR;AL;0;0;0;6.75;19;0;11;0;0;0;21.1;26;17;16;2;10;0;15;2;0;1;99;66;4.79;1.688;11;0.8;4.2;6.3;1.5
797;Jackson Wolf*;24;SDP;NL;1;0;1;5.4;1;1;0;0;0;0;5;6;3;3;0;1;0;1;0;0;0;22;81;3.49;1.4;10.8;0;1.8;1.8;1
798;Jake Wong;26;CIN;NL;0;0;0;9;1;0;1;0;0;0;3;6;3;3;0;3;0;0;0;0;0;15;58;6.29;3;18;0;9;0;0
799;Bryan Woo;23;SEA;AL;1;2;0.333;4.74;8;8;0;0;0;0;38;36;23;20;6;12;0;47;1;0;1;163;87;3.89;1.263;8.5;1.4;2.8;11.1;3.92
800;Alex Wood*;32;SFG;NL;4;4;0.5;4.99;15;11;0;0;0;0;57.2;59;35;32;8;30;0;51;7;2;0;262;86;5.25;1.543;9.2;1.2;4.7;8;1.7
801;Jake Woodford;26;STL;NL;2;2;0.5;5.67;12;6;1;0;0;0;39.2;50;26;25;8;17;0;25;3;0;1;182;77;6.16;1.689;11.3;1.8;3.9;5.7;1.47
802;Brandon Woodruff;30;MIL;NL;1;0;1;0.79;2;2;0;0;0;0;11.1;7;1;1;1;3;0;12;0;0;0;42;562;3.11;0.882;5.6;0.8;2.4;9.5;4
803;Simeon Woods Richardson;22;MIN;AL;0;0;0;9.64;1;0;0;0;0;0;4.2;7;5;5;1;3;0;5;0;0;0;24;48;5.86;2.143;13.5;1.9;5.8;9.6;1.67
804;Kyle Wright;27;ATL;NL;0;1;0;5.79;5;5;0;0;0;0;18.2;23;14;12;2;10;0;20;2;0;2;93;79;4.47;1.768;11.1;1;4.8;9.6;2
805;Randy Wynne;30;CIN;NL;0;1;0;3.86;1;0;0;0;0;0;2.1;3;1;1;0;1;0;0;0;0;1;11;139;4.57;1.714;11.6;0;3.9;0;0
806;Jimmy Yacabonis;31;NYM;NL;2;1;0.667;9;5;0;0;0;0;0;9;12;9;9;1;4;0;8;1;0;0;44;48;4.62;1.778;12;1;4;8;2
807;Ryan Yarbrough*;31;KCR;AL;2;5;0.286;5.21;12;5;2;0;0;0;38;39;22;22;4;9;0;23;6;0;1;161;85;4.63;1.263;9.2;0.9;2.1;5.4;2.56
808;Kirby Yates;36;ATL;NL;4;0;1;3.38;37;0;7;0;0;2;37.1;25;14;14;6;21;1;52;2;0;4;159;135;4.44;1.232;6;1.4;5.1;12.5;2.48
809;Alex Young*;29;CIN;NL;4;0;1;2.31;45;0;1;0;0;1;39;36;12;10;5;14;0;38;1;0;0;166;206;4.16;1.282;8.3;1.2;3.2;8.8;2.71
810;Danny Young*;29;ATL;NL;0;0;0;1.08;8;0;5;0;0;0;8.1;7;1;1;0;2;0;11;3;0;0;35;434;2.45;1.08;7.6;0;2.2;11.9;5.5
811;Rob Zastryzny*;31;PIT;NL;1;0;1;5.29;18;0;2;0;0;0;17;20;13;10;1;13;1;13;0;0;2;83;86;4.82;1.941;10.6;0.5;6.9;6.9;1
812;Bruce Zimmermann*;28;BAL;AL;1;0;1;5.56;6;0;4;0;0;0;11.1;15;8;7;3;0;0;12;2;0;0;53;78;5.14;1.324;11.9;2.4;0;9.5;0
813;Guillermo Zuñiga;24;STL;NL;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;3;0;-0.71;0;0;0;0;18;0
